session,search,position,product
9f56bbb61cd99d06/8,1,4,3082
9f56bbb61cd99d06/8,1,5,2984
9f56bbb61cd99d06/8,1,6,3082
9f56bbb61cd99d06/8,1,7,3077
9f56bbb61cd99d06/8,1,8,3078
9f56bbb61cd99d06/10,1,1,3088
9f56bbb61cd99d06/10,1,2,2981
9f56bbb61cd99d06/10,1,3,3377
9f56bbb61cd99d06/10,1,4,3180
9f56bbb61cd99d06/10,1,5,3300
9f56bbb61cd99d06/10,1,6,3280
9f56bbb61cd99d06/10,1,7,3327
9f56bbb61cd99d06/10,1,8,3399
9f56bbb61cd99d06/11,1,1,3117
9f56bbb61cd99d06/11,1,2,3231
9f56bbb61cd99d06/11,1,3,3101
9f56bbb61cd99d06/11,1,4,3152
9f56bbb61cd99d06/11,1,5,3172
9f56bbb61cd99d06/11,1,6,3038
b2738e4d83f0393e/1,1,1,3222
b2738e4d83f0393e/1,1,2,3142
b2738e4d83f0393e/1,1,3,3225
b2738e4d83f0393e/1,1,4,3201
b2738e4d83f0393e/1,1,5,3059
b2738e4d83f0393e/1,1,6,3003
b2738e4d83f0393e/1,1,7,3155
b2738e4d83f0393e/1,1,8,3061
b2738e4d83f0393e/1,1,9,3060
b2738e4d83f0393e/1,1,10,3064
b2738e4d83f0393e/1,1,11,3262
b2738e4d83f0393e/1,1,12,3192
b2738e4d83f0393e/1,1,13,3203
b2738e4d83f0393e/1,1,14,3263
b2738e4d83f0393e/1,1,15,2993
b2738e4d83f0393e/1,1,16,2994
b2738e4d83f0393e/1,1,17,2977
b2738e4d83f0393e/1,1,18,2995
b2738e4d83f0393e/1,1,19,2996
b2738e4d83f0393e/2,1,1,3179
b2738e4d83f0393e/2,1,2,2989
b2738e4d83f0393e/2,1,3,3076
b2738e4d83f0393e/2,1,4,2980
b2738e4d83f0393e/2,1,5,2991
b2738e4d83f0393e/2,1,6,3197
b2738e4d83f0393e/2,1,7,2981
b2738e4d83f0393e/2,1,8,3260
b2738e4d83f0393e/2,1,9,3140
b2738e4d83f0393e/2,1,10,3183
b2738e4d83f0393e/3,1,1,2992
b2738e4d83f0393e/3,1,2,3147
b2738e4d83f0393e/3,1,3,3037
b2738e4d83f0393e/3,1,4,3192
b2738e4d83f0393e/3,1,5,3233
b2738e4d83f0393e/3,1,6,2996
b2738e4d83f0393e/3,1,7,3130
b2738e4d83f0393e/3,1,8,3259
b2738e4d83f0393e/3,1,9,3064
b2738e4d83f0393e/3,1,10,3210
b2738e4d83f0393e/3,1,11,2991
b2738e4d83f0393e/3,1,12,3065
b2738e4d83f0393e/3,1,13,3057
b2738e4d83f0393e/3,1,14,3132
b2738e4d83f0393e/3,1,15,3070
b2738e4d83f0393e/3,1,16,3120
b2738e4d83f0393e/3,1,17,3034
b2738e4d83f0393e/3,1,18,2975
b2738e4d83f0393e/3,1,19,3322
b2738e4d83f0393e/3,1,20,3197
b2738e4d83f0393e/3,1,21,3056
b2738e4d83f0393e/4,1,1,2985
b2738e4d83f0393e/4,1,2,3081
b2738e4d83f0393e/4,1,3,3159
b2738e4d83f0393e/4,1,4,3054
b2738e4d83f0393e/4,1,5,3057
b2738e4d83f0393e/4,1,6,3033
b2738e4d83f0393e/4,1,7,3196
b2738e4d83f0393e/4,1,8,2992
b2738e4d83f0393e/4,1,9,3231
b2738e4d83f0393e/4,1,10,3037
b2738e4d83f0393e/4,1,11,3192
b2738e4d83f0393e/4,1,12,3233
b2738e4d83f0393e/4,1,13,3130
b2738e4d83f0393e/4,1,14,3259
b2738e4d83f0393e/4,1,15,3064
b2738e4d83f0393e/4,1,16,3034
b2738e4d83f0393e/4,1,17,4146
b2738e4d83f0393e/4,1,18,2991
b2738e4d83f0393e/4,1,19,3132
b2738e4d83f0393e/5,1,1,3085
b2738e4d83f0393e/5,1,2,3087
b2738e4d83f0393e/5,1,3,3086
b2738e4d83f0393e/5,1,4,3055
b2738e4d83f0393e/5,1,5,3009
b2738e4d83f0393e/5,1,6,3092
b2738e4d83f0393e/5,1,7,3096
b2738e4d83f0393e/5,1,8,3099
b2738e4d83f0393e/5,1,9,2986
b2738e4d83f0393e/5,1,10,3019
b2738e4d83f0393e/5,1,11,3030
b2738e4d83f0393e/5,1,12,3024
b2738e4d83f0393e/5,1,13,3097
a3a23966c8d65416/1,1,1,3012
a3a23966c8d65416/1,1,2,3163
a3a23966c8d65416/1,1,3,3002
a3a23966c8d65416/1,1,4,3213
a3a23966c8d65416/1,1,5,3101
a3a23966c8d65416/1,1,6,3012
a3a23966c8d65416/1,1,7,2992
a3a23966c8d65416/1,1,8,2986
a3a23966c8d65416/1,1,9,3174
2aed4c3ce377961e/10,1,1,3175
2aed4c3ce377961e/10,1,2,3062
2aed4c3ce377961e/10,1,3,3231
2aed4c3ce377961e/10,1,4,3080
2aed4c3ce377961e/10,1,5,3224
2aed4c3ce377961e/10,1,6,3245
2aed4c3ce377961e/10,1,7,3258
2aed4c3ce377961e/10,1,8,3322
2aed4c3ce377961e/10,1,9,3123
2aed4c3ce377961e/10,1,10,3006
2aed4c3ce377961e/10,1,11,3291
2aed4c3ce377961e/10,1,12,3013
7bf9d968ca36d4e7/1,1,1,3085
7bf9d968ca36d4e7/1,1,2,3086
7bf9d968ca36d4e7/1,1,3,3087
7bf9d968ca36d4e7/1,1,4,3088
7bf9d968ca36d4e7/1,1,5,3153
7bf9d968ca36d4e7/1,1,6,3096
7bf9d968ca36d4e7/1,1,7,3030
7bf9d968ca36d4e7/1,1,8,3028
7bf9d968ca36d4e7/1,1,9,3092
7bf9d968ca36d4e7/1,1,10,3100
7bf9d968ca36d4e7/1,1,11,3166
7bf9d968ca36d4e7/1,1,12,3174
7bf9d968ca36d4e7/1,1,13,4274
7bf9d968ca36d4e7/1,1,14,3126
7bf9d968ca36d4e7/1,1,15,2992
7bf9d968ca36d4e7/1,1,16,3014
7bf9d968ca36d4e7/1,1,17,3099
7bf9d968ca36d4e7/1,1,18,3056
7bf9d968ca36d4e7/1,1,19,3145
7bf9d968ca36d4e7/1,1,20,3055
7bf9d968ca36d4e7/1,1,21,3021
7bf9d968ca36d4e7/1,1,22,3032
fe35b99d8c8c8946/1,1,1,3054
fe35b99d8c8c8946/1,1,2,3039
fe35b99d8c8c8946/1,1,3,3055
fe35b99d8c8c8946/1,1,4,3100
fe35b99d8c8c8946/1,1,5,3101
fe35b99d8c8c8946/1,1,6,3102
fe35b99d8c8c8946/1,1,7,3012
fe35b99d8c8c8946/1,1,8,2986
fe35b99d8c8c8946/1,1,9,3103
fe35b99d8c8c8946/1,1,10,3104
fe35b99d8c8c8946/2,1,1,3166
fe35b99d8c8c8946/2,1,2,3167
fe35b99d8c8c8946/2,1,3,3168
fe35b99d8c8c8946/2,1,4,3046
fe35b99d8c8c8946/2,1,5,3067
fe35b99d8c8c8946/2,1,6,3169
fe35b99d8c8c8946/2,1,7,3005
fe35b99d8c8c8946/2,1,8,3025
fe35b99d8c8c8946/2,1,9,3110
fe35b99d8c8c8946/2,1,10,3004
fe35b99d8c8c8946/2,1,11,3068
fe35b99d8c8c8946/2,1,12,3043
fe35b99d8c8c8946/2,1,13,3128
fe35b99d8c8c8946/2,1,14,3173
fe35b99d8c8c8946/2,1,15,3113
fe35b99d8c8c8946/2,1,16,3044
fe35b99d8c8c8946/2,1,17,3108
4b6ff29c9e19d2f2/1,1,1,3044
4b6ff29c9e19d2f2/1,1,2,3232
4b6ff29c9e19d2f2/1,1,3,3053
4b6ff29c9e19d2f2/1,1,4,3027
4b6ff29c9e19d2f2/1,1,5,3091
4b6ff29c9e19d2f2/1,1,6,3225
4b6ff29c9e19d2f2/1,1,7,3099
4b6ff29c9e19d2f2/1,1,8,3003
4b6ff29c9e19d2f2/1,1,9,3032
4b6ff29c9e19d2f2/1,1,10,3126
4b6ff29c9e19d2f2/1,1,11,3107
4b6ff29c9e19d2f2/1,1,12,3085
4b6ff29c9e19d2f2/1,1,13,3086
4b6ff29c9e19d2f2/1,1,14,3208
4b6ff29c9e19d2f2/1,1,15,3087
4b6ff29c9e19d2f2/1,1,16,3143
4b6ff29c9e19d2f2/1,1,17,3012
4b6ff29c9e19d2f2/1,1,18,3219
4b6ff29c9e19d2f2/1,1,19,3228
4b6ff29c9e19d2f2/1,1,20,3244
59efdfdb78556aa2/1,1,1,3100
59efdfdb78556aa2/1,1,2,3147
59efdfdb78556aa2/1,1,3,3034
59efdfdb78556aa2/1,1,4,3001
59efdfdb78556aa2/1,1,5,3116
59efdfdb78556aa2/1,1,6,3195
59efdfdb78556aa2/1,1,7,3124
59efdfdb78556aa2/1,1,8,3117
59efdfdb78556aa2/1,1,9,3194
59efdfdb78556aa2/1,1,10,3193
59efdfdb78556aa2/1,1,11,3145
59efdfdb78556aa2/1,1,12,3002
59efdfdb78556aa2/1,1,13,3146
59efdfdb78556aa2/1,1,14,3003
59efdfdb78556aa2/1,1,15,3239
135d9a89192edd78/1,1,1,3005
135d9a89192edd78/1,1,2,3231
135d9a89192edd78/1,1,3,3100
135d9a89192edd78/1,1,4,3173
135d9a89192edd78/1,1,5,3101
135d9a89192edd78/1,1,6,3082
135d9a89192edd78/1,1,7,3012
135d9a89192edd78/1,1,8,2992
135d9a89192edd78/1,1,9,2986
135d9a89192edd78/1,1,10,3174
35ae951499eb8155/2,1,1,3014
35ae951499eb8155/2,1,2,2992
35ae951499eb8155/2,1,3,3010
35ae951499eb8155/2,1,4,3198
35ae951499eb8155/2,1,5,3051
35ae951499eb8155/2,1,6,3089
35ae951499eb8155/2,1,7,3090
35ae951499eb8155/2,1,8,3091
35ae951499eb8155/2,1,9,3126
35ae951499eb8155/2,1,10,3092
35ae951499eb8155/2,1,11,3093
35ae951499eb8155/2,1,12,3004
35ae951499eb8155/2,1,13,3052
35ae951499eb8155/2,1,14,3094
35ae951499eb8155/2,1,15,3095
35ae951499eb8155/2,1,16,3037
35ae951499eb8155/2,1,17,2980
35ae951499eb8155/3,1,1,3085
35ae951499eb8155/3,1,2,3186
35ae951499eb8155/3,1,3,3010
35ae951499eb8155/3,1,4,3014
35ae951499eb8155/3,1,5,2986
35ae951499eb8155/3,1,6,3035
35ae951499eb8155/3,1,7,3120
35ae951499eb8155/3,1,8,3023
35ae951499eb8155/3,1,9,3088
35ae951499eb8155/3,1,10,3218
35ae951499eb8155/3,1,11,3238
35ae951499eb8155/3,1,12,3046
35ae951499eb8155/3,1,13,3128
d9d7a452e6d94419/4,1,1,3174
d9d7a452e6d94419/4,1,2,4274
d9d7a452e6d94419/4,1,3,3027
d9d7a452e6d94419/4,1,4,3069
d9d7a452e6d94419/4,1,5,3038
d9d7a452e6d94419/4,1,6,3210
d9d7a452e6d94419/4,1,7,3124
d9d7a452e6d94419/4,1,8,3032
d9d7a452e6d94419/4,1,9,3175
d9d7a452e6d94419/4,1,10,3065
d9d7a452e6d94419/4,1,11,3100
d9d7a452e6d94419/4,1,12,3217
d9d7a452e6d94419/4,1,13,3117
d9d7a452e6d94419/4,1,14,3109
d9d7a452e6d94419/4,1,15,3234
d9d7a452e6d94419/4,1,16,2986
d9d7a452e6d94419/4,1,17,3170
d9d7a452e6d94419/4,1,18,3051
d9d7a452e6d94419/4,1,19,3158
d9d7a452e6d94419/4,1,20,3224
d9d7a452e6d94419/4,1,21,3020
d9d7a452e6d94419/4,1,22,3066
d9d7a452e6d94419/4,1,23,3150
d9d7a452e6d94419/4,1,24,3299
d9d7a452e6d94419/4,1,25,3046
d9d7a452e6d94419/4,1,26,3205
d9d7a452e6d94419/5,1,1,3244
d9d7a452e6d94419/5,1,2,3071
d9d7a452e6d94419/5,1,3,3170
d9d7a452e6d94419/5,1,4,3040
d9d7a452e6d94419/5,1,5,3099
d9d7a452e6d94419/5,1,6,3031
d9d7a452e6d94419/5,1,7,3107
d9d7a452e6d94419/5,1,8,3007
d9d7a452e6d94419/5,1,9,3254
d9d7a452e6d94419/5,1,10,3041
d9d7a452e6d94419/5,1,11,3153
d9d7a452e6d94419/5,1,12,3010
d9d7a452e6d94419/5,1,13,3253
d9d7a452e6d94419/5,1,14,3253
d9d7a452e6d94419/5,1,15,3023
d9d7a452e6d94419/5,1,16,3000
d9d7a452e6d94419/5,1,17,3027
d9d7a452e6d94419/5,1,18,3038
d9d7a452e6d94419/5,1,19,2986
d9d7a452e6d94419/5,1,20,3158
d9d7a452e6d94419/5,1,21,3233
d9d7a452e6d94419/5,1,22,3162
d9d7a452e6d94419/6,1,1,3244
d9d7a452e6d94419/6,1,2,3071
d9d7a452e6d94419/6,1,3,3170
d9d7a452e6d94419/6,1,4,3040
d9d7a452e6d94419/6,1,5,3099
d9d7a452e6d94419/6,1,6,3031
d9d7a452e6d94419/6,1,7,3107
d9d7a452e6d94419/6,1,8,3007
d9d7a452e6d94419/6,1,9,3041
d9d7a452e6d94419/6,1,10,3254
d9d7a452e6d94419/6,1,11,3153
d9d7a452e6d94419/6,1,12,3010
d9d7a452e6d94419/6,1,13,3253
d9d7a452e6d94419/6,1,14,3253
d9d7a452e6d94419/6,1,15,3023
d9d7a452e6d94419/6,1,16,3000
d9d7a452e6d94419/6,1,17,3027
d9d7a452e6d94419/6,1,18,3038
d9d7a452e6d94419/6,1,19,2986
d9d7a452e6d94419/6,1,20,3158
d9d7a452e6d94419/6,1,21,3150
d9d7a452e6d94419/6,1,22,3233
d9d7a452e6d94419/6,1,23,3162
630e52a44da7508c/1,1,1,1437
630e52a44da7508c/1,1,2,154
630e52a44da7508c/1,1,3,392
630e52a44da7508c/1,1,4,301
630e52a44da7508c/1,1,5,587
630e52a44da7508c/1,1,6,344
458b3ed9703c1e30/3,1,1,3125
458b3ed9703c1e30/3,1,2,3098
458b3ed9703c1e30/3,1,3,3115
458b3ed9703c1e30/3,1,4,3286
458b3ed9703c1e30/3,1,5,3287
458b3ed9703c1e30/3,1,6,3288
458b3ed9703c1e30/3,1,7,3080
458b3ed9703c1e30/3,1,8,3223
458b3ed9703c1e30/3,1,9,4275
458b3ed9703c1e30/3,1,10,3047
458b3ed9703c1e30/3,1,11,3123
458b3ed9703c1e30/4,1,1,3177
458b3ed9703c1e30/4,1,2,3002
458b3ed9703c1e30/4,1,3,3117
458b3ed9703c1e30/4,1,4,3173
458b3ed9703c1e30/4,1,5,3174
458b3ed9703c1e30/4,1,6,3101
458b3ed9703c1e30/4,1,7,3156
458b3ed9703c1e30/4,1,8,2992
458b3ed9703c1e30/4,1,9,3012
458b3ed9703c1e30/4,1,10,2986
c9e276f65a735199/1,1,1,3087
c9e276f65a735199/1,1,2,3096
c9e276f65a735199/1,1,3,3100
c9e276f65a735199/1,1,4,3110
c9e276f65a735199/1,1,5,3101
c9e276f65a735199/1,1,6,3012
c9e276f65a735199/1,1,7,2992
c9e276f65a735199/1,1,8,2986
c9e276f65a735199/1,1,9,3174
c9e276f65a735199/2,1,1,3146
c9e276f65a735199/2,1,2,2989
c9e276f65a735199/2,1,3,2991
c9e276f65a735199/2,1,4,2980
c9e276f65a735199/2,1,5,2995
c9e276f65a735199/2,1,6,3197
c9e276f65a735199/2,1,7,3076
c9e276f65a735199/2,1,8,3194
c9e276f65a735199/2,1,9,3199
c9e276f65a735199/2,1,10,3200
c9e276f65a735199/3,1,1,3014
c9e276f65a735199/3,1,2,3055
c9e276f65a735199/3,1,3,3302
c9e276f65a735199/3,1,4,3152
c9e276f65a735199/3,1,5,3231
c9e276f65a735199/3,1,6,3177
c9e276f65a735199/3,1,7,2986
c9e276f65a735199/3,1,8,3012
c9e276f65a735199/3,1,9,2992
c9e276f65a735199/3,1,10,3101
c9e276f65a735199/4,1,1,3012
c9e276f65a735199/4,1,2,3143
c9e276f65a735199/4,1,3,3087
c9e276f65a735199/4,1,4,3176
c9e276f65a735199/4,1,5,3088
c9e276f65a735199/4,1,6,3085
c9e276f65a735199/4,1,7,3086
c9e276f65a735199/4,1,8,3014
c9e276f65a735199/4,1,9,3003
c9e276f65a735199/4,1,10,3051
c9e276f65a735199/4,1,11,3175
c9e276f65a735199/4,1,12,3009
c9e276f65a735199/4,1,13,3096
c9e276f65a735199/4,1,14,3174
bcf289dbab01653c/4,1,1,2893
bcf289dbab01653c/4,1,2,1789
bcf289dbab01653c/4,1,3,1794
bcf289dbab01653c/4,1,4,2419
bcf289dbab01653c/4,1,5,3473
bcf289dbab01653c/4,1,6,1396
bcf289dbab01653c/4,1,7,2828
bcf289dbab01653c/4,1,8,3512
bcf289dbab01653c/4,1,9,3563
bcf289dbab01653c/5,1,1,239
bcf289dbab01653c/5,1,2,389
bcf289dbab01653c/5,1,3,1253
bcf289dbab01653c/5,1,4,679
bcf289dbab01653c/5,1,5,2105
bcf289dbab01653c/5,1,6,3903
bcf289dbab01653c/5,1,7,384
bcf289dbab01653c/5,1,8,2383
bcf289dbab01653c/5,1,9,1036
bcf289dbab01653c/5,1,10,517
bcf289dbab01653c/5,1,11,672
bcf289dbab01653c/6,1,1,392
bcf289dbab01653c/6,1,2,154
bcf289dbab01653c/6,1,3,301
bcf289dbab01653c/6,1,4,587
bcf289dbab01653c/6,1,5,344
bcf289dbab01653c/6,1,6,1216
bcf289dbab01653c/6,1,7,171
bcf289dbab01653c/6,1,8,1437
bcf289dbab01653c/7,1,1,392
bcf289dbab01653c/7,1,2,154
bcf289dbab01653c/7,1,3,301
bcf289dbab01653c/7,1,4,587
bcf289dbab01653c/7,1,5,344
bcf289dbab01653c/7,1,6,1216
bcf289dbab01653c/7,1,7,171
bcf289dbab01653c/7,1,8,1437
dd51867606671df0/1,1,1,1437
dd51867606671df0/1,1,2,154
dd51867606671df0/1,1,3,392
dd51867606671df0/1,1,4,301
dd51867606671df0/1,1,5,587
dd51867606671df0/1,1,6,344
2aed587c029bbeb7/1,1,1,3003
2aed587c029bbeb7/1,1,2,3004
2aed587c029bbeb7/1,1,3,3005
2aed587c029bbeb7/1,1,4,3006
2aed587c029bbeb7/1,1,5,3007
2aed587c029bbeb7/1,1,6,2986
2aed587c029bbeb7/1,1,7,3009
2aed587c029bbeb7/1,1,8,3010
2aed587c029bbeb7/1,1,9,3011
2aed587c029bbeb7/1,1,10,3012
55f8e87eeceb0b2f/1,1,1,3100
55f8e87eeceb0b2f/1,1,2,3119
55f8e87eeceb0b2f/1,1,3,3231
55f8e87eeceb0b2f/1,1,4,2994
55f8e87eeceb0b2f/1,1,5,2992
55f8e87eeceb0b2f/1,1,6,3012
55f8e87eeceb0b2f/1,1,7,3310
55f8e87eeceb0b2f/1,1,8,3082
55f8e87eeceb0b2f/1,1,9,3310
55f8e87eeceb0b2f/1,1,10,3069
55f8e87eeceb0b2f/1,1,11,3179
55f8e87eeceb0b2f/1,1,12,3139
4aea8aa7b00d4088/1,1,1,2986
4aea8aa7b00d4088/1,1,2,2987
4aea8aa7b00d4088/1,1,3,2988
4aea8aa7b00d4088/1,1,4,2989
4aea8aa7b00d4088/1,1,5,2990
4aea8aa7b00d4088/1,1,6,2991
4aea8aa7b00d4088/1,1,7,2992
4aea8aa7b00d4088/1,1,8,2980
4aea8aa7b00d4088/1,1,9,2993
4aea8aa7b00d4088/1,1,10,2994
4aea8aa7b00d4088/1,1,11,2977
4aea8aa7b00d4088/1,1,12,2995
4aea8aa7b00d4088/1,1,13,2996
4aea8aa7b00d4088/1,1,14,2997
4aea8aa7b00d4088/1,1,15,2998
4aea8aa7b00d4088/1,1,16,2999
4aea8aa7b00d4088/1,1,17,3000
4120278edf589948/2,1,1,1437
4120278edf589948/2,1,2,154
4120278edf589948/2,1,3,392
4120278edf589948/2,1,4,301
4120278edf589948/2,1,5,587
4120278edf589948/2,1,6,344
4120278edf589948/3,1,1,1437
4120278edf589948/3,1,2,154
4120278edf589948/3,1,3,392
4120278edf589948/3,1,4,301
4120278edf589948/3,1,5,587
4120278edf589948/3,1,6,344
415f3113810e8ad2/1,1,1,143
415f3113810e8ad2/1,1,2,2093
415f3113810e8ad2/1,1,3,504
415f3113810e8ad2/1,1,4,2243
415f3113810e8ad2/1,1,5,1069
415f3113810e8ad2/1,1,6,2147
6a5d3293bc7ae067/27,1,1,3188
6a5d3293bc7ae067/27,1,2,3190
6a5d3293bc7ae067/27,1,3,2997
6a5d3293bc7ae067/27,1,4,3205
6a5d3293bc7ae067/27,1,5,3241
6a5d3293bc7ae067/27,1,6,3162
6a5d3293bc7ae067/27,1,7,3182
6a5d3293bc7ae067/27,1,8,2980
6a5d3293bc7ae067/27,1,9,2983
6a5d3293bc7ae067/27,1,10,3239
6a5d3293bc7ae067/27,1,11,3141
6a5d3293bc7ae067/27,1,12,3177
6a5d3293bc7ae067/28,1,1,3126
6a5d3293bc7ae067/28,1,2,3044
6a5d3293bc7ae067/28,1,3,3085
6a5d3293bc7ae067/28,1,4,3086
6a5d3293bc7ae067/28,1,5,3087
6a5d3293bc7ae067/28,1,6,2988
6a5d3293bc7ae067/28,1,7,3123
6a5d3293bc7ae067/28,1,8,3000
6a5d3293bc7ae067/28,1,9,3099
6a5d3293bc7ae067/28,1,10,3216
6a5d3293bc7ae067/28,1,11,3088
6a5d3293bc7ae067/28,1,12,3048
6a5d3293bc7ae067/28,1,13,3187
6a5d3293bc7ae067/28,1,14,3210
6a5d3293bc7ae067/28,1,15,3046
6a5d3293bc7ae067/28,1,16,2986
6a5d3293bc7ae067/28,1,17,3093
6a5d3293bc7ae067/28,1,18,3029
6a5d3293bc7ae067/28,1,19,3022
6a5d3293bc7ae067/28,1,20,3158
6a5d3293bc7ae067/28,1,21,3270
6a5d3293bc7ae067/28,1,22,3051
6a5d3293bc7ae067/28,1,23,3208
6a5d3293bc7ae067/28,1,24,2993
258cf77dc914a145/1,1,1,3014
258cf77dc914a145/1,1,2,3051
258cf77dc914a145/1,1,3,3086
258cf77dc914a145/1,1,4,3087
258cf77dc914a145/1,1,5,3085
258cf77dc914a145/1,1,6,3088
258cf77dc914a145/1,1,7,3089
258cf77dc914a145/1,1,8,3090
258cf77dc914a145/1,1,9,3091
258cf77dc914a145/1,1,10,3007
258cf77dc914a145/1,1,11,3092
258cf77dc914a145/1,1,12,3093
258cf77dc914a145/1,1,13,3004
258cf77dc914a145/1,1,14,3052
258cf77dc914a145/1,1,15,3094
258cf77dc914a145/1,1,16,3095
258cf77dc914a145/1,1,17,3096
258cf77dc914a145/1,1,18,3097
258cf77dc914a145/2,1,1,3014
258cf77dc914a145/2,1,2,3051
258cf77dc914a145/2,1,3,3085
258cf77dc914a145/2,1,4,3086
258cf77dc914a145/2,1,5,3087
258cf77dc914a145/2,1,6,3088
258cf77dc914a145/2,1,7,3089
258cf77dc914a145/2,1,8,3090
258cf77dc914a145/2,1,9,3091
258cf77dc914a145/2,1,10,3092
258cf77dc914a145/2,1,11,3007
258cf77dc914a145/2,1,12,3093
258cf77dc914a145/2,1,13,3004
258cf77dc914a145/2,1,14,3009
258cf77dc914a145/2,1,15,3052
258cf77dc914a145/2,1,16,3094
258cf77dc914a145/2,1,17,3095
258cf77dc914a145/2,1,18,3096
258cf77dc914a145/2,1,19,3041
258cf77dc914a145/2,1,20,3098
258cf77dc914a145/3,1,1,3014
258cf77dc914a145/3,1,2,3051
258cf77dc914a145/3,1,3,3086
258cf77dc914a145/3,1,4,3087
258cf77dc914a145/3,1,5,3085
258cf77dc914a145/3,1,6,3088
258cf77dc914a145/3,1,7,3089
258cf77dc914a145/3,1,8,3090
258cf77dc914a145/3,1,9,3091
258cf77dc914a145/3,1,10,3092
258cf77dc914a145/3,1,11,3007
258cf77dc914a145/3,1,12,3093
258cf77dc914a145/3,1,13,3004
258cf77dc914a145/3,1,14,3009
258cf77dc914a145/3,1,15,3052
258cf77dc914a145/3,1,16,3094
258cf77dc914a145/3,1,17,3095
258cf77dc914a145/3,1,18,3096
258cf77dc914a145/3,1,19,3041
258cf77dc914a145/3,1,20,3098
258cf77dc914a145/3,1,21,3097
258cf77dc914a145/4,1,1,3014
258cf77dc914a145/4,1,2,3051
258cf77dc914a145/4,1,3,3086
258cf77dc914a145/4,1,4,3085
258cf77dc914a145/4,1,5,3087
258cf77dc914a145/4,1,6,3088
258cf77dc914a145/4,1,7,3089
258cf77dc914a145/4,1,8,3090
258cf77dc914a145/4,1,9,3091
258cf77dc914a145/4,1,10,3007
258cf77dc914a145/4,1,11,3092
258cf77dc914a145/4,1,12,3093
258cf77dc914a145/4,1,13,3004
258cf77dc914a145/4,1,14,3009
258cf77dc914a145/4,1,15,3052
258cf77dc914a145/4,1,16,3094
258cf77dc914a145/4,1,17,3095
258cf77dc914a145/4,1,18,3096
258cf77dc914a145/4,1,19,3041
258cf77dc914a145/4,1,20,3097
258cf77dc914a145/5,1,1,3141
258cf77dc914a145/5,1,2,3102
258cf77dc914a145/5,1,3,3217
258cf77dc914a145/5,1,4,3007
258cf77dc914a145/5,1,5,3093
258cf77dc914a145/5,1,6,3089
258cf77dc914a145/5,1,7,3204
258cf77dc914a145/5,1,8,3150
258cf77dc914a145/5,1,9,3154
258cf77dc914a145/5,1,10,3028
258cf77dc914a145/5,1,11,3216
258cf77dc914a145/5,1,12,3100
258cf77dc914a145/5,1,13,3008
258cf77dc914a145/5,1,14,3017
258cf77dc914a145/5,1,15,3096
258cf77dc914a145/5,1,16,3102
258cf77dc914a145/6,1,1,3017
258cf77dc914a145/6,1,2,3270
258cf77dc914a145/6,1,3,3141
258cf77dc914a145/6,1,4,3217
258cf77dc914a145/6,1,5,3007
258cf77dc914a145/6,1,6,3102
258cf77dc914a145/6,1,7,3093
258cf77dc914a145/6,1,8,3089
258cf77dc914a145/6,1,9,3204
258cf77dc914a145/6,1,10,3028
258cf77dc914a145/6,1,11,3150
258cf77dc914a145/6,1,12,3154
258cf77dc914a145/7,1,1,3270
258cf77dc914a145/7,1,2,3141
258cf77dc914a145/7,1,3,3102
258cf77dc914a145/7,1,4,3217
258cf77dc914a145/7,1,5,3007
258cf77dc914a145/7,1,6,3093
258cf77dc914a145/7,1,7,3089
258cf77dc914a145/7,1,8,3204
258cf77dc914a145/7,1,9,3028
258cf77dc914a145/7,1,10,3150
258cf77dc914a145/7,1,11,3154
258cf77dc914a145/8,1,1,3017
258cf77dc914a145/8,1,2,3270
258cf77dc914a145/8,1,3,3141
258cf77dc914a145/8,1,4,3217
258cf77dc914a145/8,1,5,3007
258cf77dc914a145/8,1,6,3102
258cf77dc914a145/8,1,7,3093
258cf77dc914a145/8,1,8,3089
258cf77dc914a145/8,1,9,3204
258cf77dc914a145/8,1,10,3028
258cf77dc914a145/8,1,11,3150
258cf77dc914a145/8,1,12,3154
258cf77dc914a145/9,1,1,3087
258cf77dc914a145/9,1,2,3086
258cf77dc914a145/9,1,3,3085
258cf77dc914a145/9,1,4,3088
258cf77dc914a145/9,1,5,3044
258cf77dc914a145/9,1,6,3014
258cf77dc914a145/9,1,7,3009
258cf77dc914a145/9,1,8,3096
258cf77dc914a145/9,1,9,3051
258cf77dc914a145/9,1,10,3030
258cf77dc914a145/9,1,11,3055
258cf77dc914a145/9,1,12,3174
258cf77dc914a145/9,1,13,3166
258cf77dc914a145/9,1,14,3126
258cf77dc914a145/9,1,15,3153
258cf77dc914a145/9,1,16,3153
258cf77dc914a145/9,1,17,3091
258cf77dc914a145/10,1,1,3086
258cf77dc914a145/10,1,2,3085
258cf77dc914a145/10,1,3,3087
258cf77dc914a145/10,1,4,3088
258cf77dc914a145/10,1,5,3044
258cf77dc914a145/10,1,6,3014
258cf77dc914a145/10,1,7,3096
258cf77dc914a145/10,1,8,3051
258cf77dc914a145/10,1,9,3030
258cf77dc914a145/10,1,10,3174
258cf77dc914a145/10,1,11,3166
258cf77dc914a145/10,1,12,3126
258cf77dc914a145/10,1,13,3153
258cf77dc914a145/10,1,14,3055
258cf77dc914a145/10,1,15,3017
258cf77dc914a145/10,1,16,3032
258cf77dc914a145/10,1,17,3270
258cf77dc914a145/11,1,1,3087
